Date,Open,High,Low,Close,Adj Close,Volume
2001-06-07,12150.0,12250.0,12100.0,12100.0,6078.39990234375,744000
2001-06-08,12150.0,12150.0,12050.0,12050.0,6053.28271484375,482000
2001-06-11,12100.0,12250.0,12100.0,12200.0,6128.634765625,1006000
2001-06-12,12250.0,13000.0,12200.0,12950.0,6505.39404296875,7133500
2001-06-13,13100.0,13150.0,12650.0,12650.0,6354.69091796875,4351000
2001-06-14,12650.0,12900.0,12550.0,12750.0,6404.92529296875,1989000
2001-06-15,12750.0,12800.0,12450.0,12500.0,6279.33935546875,2547500
2001-06-18,12500.0,12700.0,12350.0,12700.0,6379.8076171875,1525500
2001-06-19,12700.0,12950.0,12650.0,12800.0,6430.0419921875,2983500
2001-06-20,12800.0,12950.0,12700.0,12850.0,6455.16015625,2287500
2001-06-21,12900.0,12950.0,12700.0,12950.0,6505.39404296875,3742000
2001-06-22,13000.0,13650.0,13000.0,13650.0,6857.0380859375,10027500
2001-06-25,13650.0,13800.0,13450.0,13450.0,6756.56884765625,3452500
2001-06-26,13450.0,13700.0,13450.0,13500.0,6781.6845703125,2073500
2001-06-27,13500.0,13600.0,13300.0,13450.0,6756.56884765625,1659000
2001-06-28,13400.0,13400.0,12750.0,12900.0,6480.27685546875,3771000
2001-06-29,12950.0,13200.0,12750.0,13200.0,6630.982421875,3796500
2001-07-02,13200.0,13200.0,12900.0,13000.0,6530.51123046875,500000
2001-07-03,12950.0,13050.0,12750.0,12800.0,6430.0419921875,1179500
2001-07-04,12850.0,12850.0,12750.0,12850.0,6455.16015625,506000
2001-07-05,12850.0,13100.0,12850.0,13000.0,6530.51123046875,1326000
2001-07-06,12950.0,13000.0,12950.0,13000.0,6530.51123046875,116500
2001-07-09,12950.0,13150.0,12950.0,13050.0,6555.62939453125,1175000
2001-07-10,13050.0,13150.0,12950.0,13000.0,6530.51123046875,611000
2001-07-11,13000.0,13200.0,13000.0,13150.0,6605.865234375,857000
2001-07-12,13150.0,13150.0,12900.0,12950.0,6505.39404296875,1454500
2001-07-13,13000.0,13150.0,13000.0,13050.0,6555.62939453125,1127000
2001-07-16,13100.0,13250.0,12950.0,13000.0,6530.51123046875,972000
2001-07-17,13000.0,13100.0,12900.0,13050.0,6555.62939453125,634500
2001-07-18,13100.0,13150.0,13050.0,13150.0,6605.865234375,1653500
2001-07-19,13200.0,13500.0,13200.0,13350.0,6706.333984375,3536000
2001-07-20,13500.0,13550.0,13200.0,13400.0,6731.45068359375,2986000
2001-07-23,13750.0,14100.0,13550.0,13650.0,6857.0380859375,7208000
2001-07-24,13750.0,13800.0,13150.0,13200.0,6630.982421875,4650000
2001-07-25,13200.0,13200.0,12750.0,12900.0,6480.27685546875,2972000
2001-07-26,12900.0,13200.0,12800.0,12850.0,6455.16015625,1386000
2001-07-27,12850.0,12950.0,12800.0,12900.0,6480.27685546875,397500
2001-07-30,12900.0,13100.0,12900.0,12950.0,6505.39404296875,827000
2001-07-31,12950.0,13000.0,12500.0,12550.0,6304.455078125,1875000
2001-08-01,12550.0,12650.0,12500.0,12550.0,6304.455078125,934500
2001-08-02,12550.0,12650.0,12350.0,12400.0,6229.103515625,779500
2001-08-03,12400.0,12400.0,12250.0,12350.0,6203.98583984375,529000
2001-08-06,12300.0,12350.0,12200.0,12250.0,6153.751953125,336500
2001-08-07,12300.0,12450.0,12050.0,12200.0,6128.634765625,2302000
2001-08-08,12250.0,12500.0,12250.0,12400.0,6229.103515625,1344000
2001-08-09,12600.0,12600.0,12000.0,12050.0,6053.28271484375,3566000
2001-08-10,12100.0,12400.0,12100.0,12250.0,6153.751953125,1090000
2001-08-13,12250.0,12400.0,12250.0,12300.0,6178.86962890625,918000
2001-08-14,12350.0,12400.0,12150.0,12200.0,6128.634765625,1068000
2001-08-15,12200.0,12200.0,11850.0,11850.0,5952.81298828125,2168000
2001-08-16,11850.0,11850.0,11600.0,11650.0,5852.34375,2577500
2001-08-17,11650.0,11650.0,11650.0,11650.0,5852.34375,0
2001-08-20,11650.0,12200.0,11650.0,12000.0,6028.1640625,2578000
2001-08-21,12200.0,12200.0,11750.0,11800.0,5927.69677734375,1450500
2001-08-22,11950.0,12000.0,11900.0,11950.0,6003.046875,532500
2001-08-23,11950.0,12050.0,11850.0,11950.0,6003.046875,632500
2001-08-24,11950.0,12100.0,11950.0,12050.0,6053.28271484375,1191500
2001-08-27,12150.0,12250.0,12000.0,12250.0,6153.751953125,2754000
2001-08-28,12250.0,12700.0,12200.0,12650.0,6354.69091796875,5851500
2001-08-29,12550.0,12600.0,12400.0,12400.0,6229.103515625,1953500
2001-08-30,12400.0,12400.0,11950.0,11950.0,6003.046875,1897500
2001-08-31,11950.0,12200.0,11950.0,12200.0,6128.634765625,1092500
2001-09-03,12200.0,12350.0,12100.0,12250.0,6153.751953125,806000
2001-09-04,12300.0,12350.0,12100.0,12200.0,6128.634765625,1081000
2001-09-05,12200.0,12500.0,12050.0,12150.0,6103.51611328125,1806500
2001-09-06,12200.0,12450.0,12150.0,12400.0,6229.103515625,1823500
2001-09-07,12400.0,12450.0,12250.0,12300.0,6178.86962890625,426500
2001-09-10,12300.0,12300.0,12150.0,12200.0,6128.634765625,237500
