Date,Open,High,Low,Close,Adj Close,Volume,Price Ratio,Dividends,Adj Open,Adj High,Adj Low,Adj Close 1D Change,Adj Close 1D Log Change,Adj Close 5D Change,Adj Close 5D Log Change,Adj Close 30D Change,Adj Close 30D Log Change,Adj Open 1D Change,Adj Open 1D Log Change,Adj Open 5D Change,Adj Open 5D Log Change,Adj Open 30D Change,Adj Open 30D Log Change,Adj High 1D Change,Adj High 1D Log Change,Adj High 5D Change,Adj High 5D Log Change,Adj High 30D Change,Adj High 30D Log Change,Adj Low 1D Change,Adj Low 1D Log Change,Adj Low 5D Change,Adj Low 5D Log Change,Adj Low 30D Change,Adj Low 30D Log Change,Adj Close 3D SMA,Adj Close 3D EMA,Adj Close 5D SMA,Adj Close 5D EMA,Adj Close 10D SMA,Adj Close 10D EMA,Adj Close 15D SMA,Adj Close 15D EMA,Adj Open 3D SMA,Adj Open 3D EMA,Adj Open 5D SMA,Adj Open 5D EMA,Adj Open 10D SMA,Adj Open 10D EMA,Adj Open 15D SMA,Adj Open 15D EMA,Adj High 3D SMA,Adj High 3D EMA,Adj High 5D SMA,Adj High 5D EMA,Adj High 10D SMA,Adj High 10D EMA,Adj High 15D SMA,Adj High 15D EMA,Adj Low 3D SMA,Adj Low 3D EMA,Adj Low 5D SMA,Adj Low 5D EMA,Adj Low 10D SMA,Adj Low 10D EMA,Adj Low 15D SMA,Adj Low 15D EMA
2018-08-31,929.999755859375,929.999755859375,929.999755859375,929.999755859375,913.8093872070312,10968769,0.9825909968789368,,913.8093872070312,913.8093872070312,913.8093872070312,,,,,,,,,,,,,,,,,,,,,,,,,,913.8093872070312,,913.8093872070312,,913.8093872070312,,913.8093872070312,,913.8093872070312,,913.8093872070312,,913.8093872070312,,913.8093872070312,,913.8093872070312,,913.8093872070312,,913.8093872070312,,913.8093872070312,,913.8093872070312,,913.8093872070312,,913.8093872070312,,913.8093872070312
2018-09-03,1019.9996948242188,1161.42822265625,942.8568725585938,1015.7139892578124,998.0313720703124,98935111,0.9825909484613669,,1002.242467567634,1141.2088588696042,926.4426286706667,9.216581274208323,8.816270896611185,,,,,9.677409928003676,9.237323418045674,,,,,24.88478175493438,22.22213802846531,,,,,1.3824810338453286,1.3730119373010032,,,,,,969.9573771158854,,964.3425781249999,,960.1314788818358,,958.7277791341146,,969.9573771158854,,964.3425781249999,,960.1314788818358,,958.7277791341146,,969.9573771158854,,964.3425781249999,,960.1314788818358,,958.7277791341146,,969.9573771158854,,964.3425781249999,,960.1314788818358,,958.7277791341146
2018-09-04,1011.4282836914062,1015.7139892578124,792.85693359375,831.4283447265625,816.9540405273438,50946831,0.9825910383125332,,993.8203674510024,998.0314633333992,779.0541176131741,-18.143450858397625,-20.020187142439877,,,,,-0.8403256087393007,-0.8438762496715749,,,,,-12.54611672731193,-13.405857987544106,,,,,-15.909081306953388,-17.32716070864619,,,,,909.5982666015625,882.5268990652902,,894.5269550524258,,902.5751000084354,,905.038315993089,909.5982666015625,882.5268990652902,,894.5269550524258,,902.5751000084354,,905.038315993089,909.5982666015625,882.5268990652902,,894.5269550524258,,902.5751000084354,,905.038315993089,909.5982666015625,882.5268990652902,,894.5269550524258,,902.5751000084354,,905.038315993089
2018-09-05,814.2854614257812,839.999755859375,668.5712280273438,788.5712280273438,774.8429565429688,15038104,0.9825909556468132,,800.1095297116647,825.376162852953,656.9320418653512,-5.154645413980974,-5.292246723218756,,,,,-19.49153429368493,-21.680784303932175,,,,,-17.299584915267296,-18.99455648086148,,,,,-15.675685807550089,-17.049993798243385,,,,,863.276123046875,825.0954630533854,,844.8120633638821,,860.4930497726591,,865.7108681827872,863.276123046875,825.0954630533854,,844.8120633638821,,860.4930497726591,,865.7108681827872,863.276123046875,825.0954630533854,,844.8120633638821,,860.4930497726591,,865.7108681827872,863.276123046875,825.0954630533854,,844.8120633638821,,860.4930497726591,,865.7108681827872
2018-09-06,788.5712280273438,917.142578125,732.85693359375,814.2854614257812,800.1095581054688,19899605,0.982590990516408,,774.8429840401279,901.176034284616,720.0986202867002,3.2608674247010194,3.208829382228913,,,,,-3.1578858560329937,-3.20882228474976,,,,,9.183675861156072,8.786137769724943,,,,,9.615390085401865,9.18075991550333,,,,,797.3021850585938,812.1995121125252,860.749462890625,827.6513859897991,,843.1585915953815,,848.8758975621057,797.3021850585938,812.1995121125252,860.749462890625,827.6513859897991,,843.1585915953815,,848.8758975621057,797.3021850585938,812.1995121125252,860.749462890625,827.6513859897991,,843.1585915953815,,848.8758975621057,797.3021850585938,812.1995121125252,860.749462890625,827.6513859897991,,843.1585915953815,,848.8758975621057
2018-09-07,831.4283447265625,857.1426391601562,784.2854614257812,797.1426391601562,783.2651977539062,6835035,0.9825910185649198,,816.9540241086183,842.2206588678015,770.6318503880166,-2.105256734021177,-2.1277332827073265,-14.28571333154286,-15.41506686952584,,,5.4347836833881,5.292241164730176,-10.599077275233714,-11.203918255577666,,,-6.542048742298756,-6.765857001641458,-7.834098592271377,-8.157995671856778,,,7.017542969488955,6.782258802087096,-15.668205954484971,-17.041123851998133,,,786.0725708007812,797.5027175176712,834.640625,811.4320720930743,,827.6022083880089,,833.9969646487517,786.0725708007812,797.5027175176712,834.640625,811.4320720930743,,827.6022083880089,,833.9969646487517,786.0725708007812,797.5027175176712,834.640625,811.4320720930743,,827.6022083880089,,833.9969646487517,786.0725708007812,797.5027175176712,834.640625,811.4320720930743,,827.6022083880089,,833.9969646487517
2018-09-10,797.1426391601562,895.7140502929688,788.5712280273438,882.8568725585938,867.4871826171875,14729754,0.982590960755775,,783.2651516717721,880.1205292398147,774.842960571749,10.75267803354425,10.212940353459071,-13.080168931195468,-14.018397412677952,,,-4.123717056612131,-4.211154497285734,-21.84873650657641,-24.652396170909068,,,4.499992961816202,4.401681806573093,-22.878224927942117,-25.97845189374899,,,0.546449018634787,0.5449614028986702,-16.363632610088864,-17.869174386400463,,,816.9539794921875,832.7704794575849,808.531787109375,831.2786848041374,,837.2128849592935,,840.8901788919909,816.9539794921875,832.7704794575849,808.531787109375,831.2786848041374,,837.2128849592935,,840.8901788919909,816.9539794921875,832.7704794575849,808.531787109375,831.2786848041374,,837.2128849592935,,840.8901788919909,816.9539794921875,832.7704794575849,808.531787109375,831.2786848041374,,837.2128849592935,,840.8901788919909
2018-09-11,882.8568725585938,882.8568725585938,882.8568725585938,882.8568725585938,867.4871826171875,0,0.982590960755775,,867.4871826171875,867.4871826171875,867.4871826171875,0.0,0.0,6.185555072011706,6.0017897297619,,,10.752684549498358,10.212946236796643,-12.711873188697098,-13.595573684440856,,,-1.4354109696246953,-1.4458126507830926,-13.08017687941392,-14.018406556987964,,,11.956515934154876,11.2940359330327,11.35133786019258,10.752022255278424,,,839.4131876627604,850.1969030043658,818.6384155273438,843.83823828822,,844.1004335765579,,845.9551859368856,839.4131876627604,850.1969030043658,818.6384155273438,843.83823828822,,844.1004335765579,,845.9551859368856,839.4131876627604,850.1969030043658,818.6384155273438,843.83823828822,,844.1004335765579,,845.9551859368856,839.4131876627604,850.1969030043658,818.6384155273438,843.83823828822,,844.1004335765579,,845.9551859368856
2018-09-12,874.2854614257812,899.999755859375,831.4283447265625,882.8568725585938,867.4871826171875,8259069,0.982590960755775,,859.0649915171645,884.3316247898263,816.9539760444568,0.0,0.0,11.9565165162705,11.29403645298066,,,-0.9708721084055072,-0.975615800083221,7.368423899006116,7.109594819408098,,,1.941751130180336,1.9231396823941715,7.1428597759706,6.899289606267675,,,-5.825239563802342,-6.001797622848456,24.35897839976342,21.80021843067335,,,867.4871826171875,858.8589608925896,837.1672607421875,851.9317505589601,,849.1885717656568,,849.8038019508438,867.4871826171875,858.8589608925896,837.1672607421875,851.9317505589601,,849.1885717656568,,849.8038019508438,867.4871826171875,858.8589608925896,837.1672607421875,851.9317505589601,,849.1885717656568,,849.8038019508438,867.4871826171875,858.8589608925896,837.1672607421875,851.9317505589601,,849.1885717656568,,849.8038019508438
2018-09-13,882.8568725585938,964.2854614257812,861.4283447265625,934.2854614257812,918.0204467773438,6040301,0.982590958202843,,867.4871803633139,947.498175523429,846.431702667962,5.82524620222038,5.661892691957153,14.73684290824735,13.747099762708892,,,0.9803901834336548,0.9756155402668653,11.95651225234402,11.29403264442472,,,7.142857833294736,6.899287793103563,5.140187874124402,5.012439629646293,,,3.608248137334624,3.5446755893405166,17.543858413582768,16.16413410451051,,,884.3316040039062,888.4686195172172,860.7494384765625,874.3500841680329,860.7494506835938,863.6471314597369,,861.3749757747801,884.3316040039062,888.4686195172172,860.7494384765625,874.3500841680329,860.7494506835938,863.6471314597369,,861.3749757747801,884.3316040039062,888.4686195172172,860.7494384765625,874.3500841680329,860.7494506835938,863.6471314597369,,861.3749757747801,884.3316040039062,888.4686195172172,860.7494384765625,874.3500841680329,860.7494506835938,863.6471314597369,,861.3749757747801
